pressure,temperature,vibration,volume_flow,Motor_power,valve_condition
156.24,56.53,0.66,6.57,2369.6,100
156.24,56.48,0.65,6.56,2370.04,100
156.26,56.46,0.64,6.57,2371.56,100
172.88,56.31,0.72,3.27,2628.67,100
173.09,56.28,0.74,3.23,2630.22,73
173.06,56.28,0.73,3.23,2628.3,73
173.02,56.27,0.74,3.23,2627.5,73
173.03,56.27,0.74,3.23,2627.75,73
172.97,56.31,0.74,3.23,2625.74,73
173.0,56.36,0.74,3.23,2625.72,73
180.67,56.4,0.76,2.03,2726.46,73
173.4,56.4,0.76,3.24,2634.49,73
172.96,56.46,0.74,3.23,2626.27,73
172.92,56.57,0.74,3.22,2626.57,73
172.8,56.62,0.74,3.25,2626.22,80
180.5,56.71,0.75,2.06,2728.45,80
173.23,56.71,0.76,3.23,2630.3,80
172.84,56.78,0.73,3.25,2620.98,80
172.8,56.88,0.74,3.25,2621.02,80
172.8,56.97,0.74,3.26,2621.65,80
172.8,57.01,0.74,3.26,2621.74,80
172.79,57.06,0.73,3.25,2621.38,80
172.79,57.08,0.74,3.26,2617.05,80
166.57,57.15,0.71,4.25,2534.02,80
155.46,57.22,0.65,6.24,2385.33,90
172.76,57.08,0.72,3.27,2619.16,90
172.75,57.11,0.74,3.27,2619.69,90
180.46,57.16,0.75,2.06,2722.76,90
172.78,57.12,0.8,3.29,2624.03,90
166.64,57.16,0.71,4.27,2536.66,90
155.57,57.25,0.65,6.23,2388.05,90
172.82,57.09,0.71,3.27,2620.97,90
172.8,57.12,0.73,3.27,2621.01,90
172.76,57.13,0.73,3.27,2621.04,90
172.67,57.14,0.73,3.26,2620.51,100
172.71,57.12,0.73,3.26,2621.6,100
172.69,57.18,0.73,3.27,2620.78,100
155.39,57.27,0.65,6.23,2386.31,100
172.63,57.12,0.72,3.26,2620.14,100
172.64,57.16,0.73,3.27,2620.64,100
172.62,57.18,0.73,3.26,2620.75,100
172.63,57.2,0.73,3.26,2621.84,100
172.58,57.21,0.72,3.26,2621.73,100
172.56,57.22,0.73,3.26,2621.52,100
172.71,57.22,0.73,3.31,2604.72,100
173.0,57.25,0.73,3.26,2608.05,73
172.98,57.26,0.73,3.27,2607.57,73
173.0,57.29,0.73,3.26,2607.42,73
173.01,57.35,0.72,3.27,2607.58,73
172.98,57.32,0.72,3.26,2607.8,73
155.72,57.43,0.64,6.3,2376.23,73
173.06,57.24,0.71,3.26,2611.01,73
173.02,57.31,0.73,3.26,2611.01,73
173.03,57.32,0.73,3.26,2610.69,73
155.81,57.39,0.64,6.3,2377.22,73
172.99,57.23,0.71,3.3,2609.32,80
172.95,57.26,0.72,3.31,2609.04,80
155.87,57.35,0.64,6.33,2379.37,80
172.98,57.14,0.71,3.3,2610.43,80
172.96,57.15,0.72,3.3,2609.37,80
166.75,57.16,0.7,4.31,2525.74,80
172.99,57.11,0.73,3.3,2609.31,80
172.98,57.14,0.72,3.29,2609.78,80
172.93,57.14,0.72,3.3,2608.42,80
172.88,57.16,0.73,3.3,2608.16,80
172.8,57.14,0.73,3.32,2607.82,90
180.54,57.17,0.74,2.09,2708.45,90
172.67,57.13,0.77,3.36,2606.5,90
155.63,57.3,0.65,6.34,2375.1,90
172.94,57.09,0.71,3.31,2608.34,90
172.94,57.17,0.71,3.3,2606.71,90
155.69,57.3,0.63,6.34,2374.58,90
172.96,57.12,0.7,3.31,2608.66,90
172.95,57.12,0.72,3.3,2609.86,90
172.93,57.16,0.72,3.31,2609.42,90
155.62,57.26,0.64,6.33,2375.57,100
172.88,57.04,0.7,3.3,2608.29,100
172.86,57.08,0.72,3.3,2605.57,100
172.84,57.11,0.72,3.3,2604.22,100
172.86,57.1,0.72,3.3,2604.9,100
172.86,57.08,0.71,3.3,2605.32,100
172.79,57.11,0.72,3.3,2604.4,100
166.58,57.18,0.69,4.34,2520.68,100
172.82,57.12,0.72,3.31,2604.76,100
172.83,57.14,0.72,3.32,2603.98,100
156.01,57.26,0.71,6.56,2363.07,100
156.31,57.19,0.7,6.52,2368.34,73
156.36,57.13,0.66,6.52,2368.9,73
156.33,57.09,0.65,6.52,2370.06,73
156.37,57.01,0.65,6.53,2369.71,73
156.4,56.96,0.64,6.53,2370.29,73
156.4,56.9,0.65,6.53,2370.57,73
156.42,56.83,0.66,6.53,2370.08,73
156.41,56.75,0.65,6.53,2371.3,73
156.44,56.66,0.64,6.53,2372.04,73
173.5,56.55,0.73,3.36,2602.25,73
156.28,56.72,0.68,6.57,2369.06,80
156.31,56.62,0.66,6.56,2370.28,80
156.34,56.58,0.65,6.57,2372.54,80
156.4,56.53,0.64,6.55,2372.77,80
156.4,56.48,0.65,6.56,2373.34,80
156.41,56.45,0.64,6.56,2374.53,80
156.41,56.37,0.65,6.57,2375.37,80
156.42,56.35,0.63,6.57,2374.96,80
156.4,56.32,0.64,6.57,2375.75,80
156.39,56.27,0.62,6.57,2376.64,80
156.33,56.24,0.63,6.57,2376.57,90
156.34,56.18,0.63,6.58,2376.74,90
156.34,56.15,0.65,6.58,2376.43,90
156.34,56.07,0.64,6.57,2376.92,90
156.33,56.04,0.63,6.58,2375.23,90
156.34,56.04,0.62,6.58,2376.11,90
156.35,56.0,0.62,6.58,2376.6,90
156.38,55.98,0.62,6.58,2377.65,90
156.39,55.96,0.62,6.58,2378.11,90
156.39,55.92,0.62,6.59,2379.65,90
156.32,55.9,0.65,6.58,2377.43,100
156.35,55.88,0.63,6.58,2380.68,100
156.33,55.82,0.61,6.57,2379.6,100
156.33,55.82,0.63,6.57,2380.62,100
156.35,55.75,0.63,6.57,2381.34,100
156.35,55.76,0.62,6.58,2382.89,100
156.36,55.74,0.62,6.58,2386.26,100
156.34,55.7,0.62,6.57,2383.67,100
156.35,55.7,0.62,6.57,2379.59,100
156.37,55.68,0.62,6.58,2379.24,100
156.39,55.62,0.64,6.58,2380.35,100
156.51,54.83,0.61,6.57,2384.13,100
156.62,54.04,0.61,6.59,2390.79,100
156.74,53.4,0.6,6.59,2395.21,100
156.8,52.87,0.61,6.59,2400.39,100
156.86,52.35,0.6,6.6,2401.93,100
156.97,51.93,0.6,6.6,2406.45,100
157.06,51.56,0.6,6.61,2410.43,100
157.09,51.15,0.59,6.6,2412.36,100
157.18,50.83,0.59,6.61,2414.0,100
157.22,50.55,0.6,6.61,2416.64,100
157.3,50.3,0.6,6.61,2419.39,100
157.36,50.06,0.6,6.63,2420.17,100
157.42,49.83,0.6,6.62,2422.49,100
157.45,49.65,0.6,6.61,2422.36,100
157.5,49.44,0.59,6.61,2422.91,100
157.56,49.27,0.59,6.62,2425.56,100
157.6,49.1,0.59,6.62,2426.83,100
157.62,48.97,0.6,6.62,2426.38,100
157.65,48.83,0.6,6.62,2428.62,100
157.68,48.72,0.59,6.63,2430.66,100
157.73,48.6,0.6,6.63,2432.67,100
157.73,48.5,0.6,6.63,2433.41,100
157.77,48.4,0.6,6.63,2434.16,100
157.78,48.32,0.59,6.63,2436.66,100
157.83,48.26,0.6,6.64,2437.58,100
157.85,48.2,0.59,6.63,2438.96,100
157.86,48.13,0.59,6.63,2439.99,100
157.87,48.05,0.59,6.63,2439.26,100
157.91,48.01,0.59,6.63,2438.87,100
157.91,47.97,0.59,6.63,2437.02,100
157.91,47.88,0.6,6.63,2436.22,100
157.9,47.82,0.59,6.62,2437.04,100
157.95,47.77,0.6,6.63,2436.31,100
157.96,47.72,0.61,6.62,2437.45,100
157.96,47.68,0.61,6.63,2439.74,100
157.96,47.65,0.61,6.63,2440.36,100
157.98,47.61,0.61,6.63,2439.91,100
157.99,47.56,0.6,6.63,2440.12,100
158.01,47.54,0.6,6.64,2441.29,100
158.03,47.49,0.6,6.64,2442.9,100
158.06,47.47,0.6,6.64,2443.03,100
158.05,47.45,0.6,6.64,2442.8,100
158.08,47.42,0.6,6.64,2444.4,100
158.08,47.39,0.6,6.63,2443.7,100
158.09,47.38,0.6,6.64,2443.91,100
158.09,47.35,0.6,6.63,2443.93,100
158.09,47.32,0.6,6.65,2444.33,100
158.11,47.29,0.6,6.64,2445.25,100
158.13,47.28,0.6,6.65,2445.63,100
158.13,47.28,0.6,6.65,2445.41,100
158.12,47.24,0.6,6.65,2445.77,100
158.11,47.24,0.61,6.66,2445.18,100
158.11,47.22,0.6,6.65,2445.23,100
158.13,47.19,0.6,6.64,2447.04,100
158.14,47.15,0.6,6.64,2446.76,100
158.16,47.13,0.6,6.64,2445.28,100
158.18,47.11,0.6,6.63,2447.13,100
158.15,47.11,0.6,6.65,2446.37,100
158.13,47.09,0.6,6.63,2446.46,100
158.15,47.09,0.6,6.64,2445.68,100
158.15,47.08,0.6,6.63,2443.84,100
158.16,47.08,0.6,6.63,2442.25,100
158.16,47.06,0.6,6.63,2443.43,100
158.16,47.05,0.6,6.65,2442.9,100
158.17,47.01,0.6,6.63,2442.16,100
158.2,47.0,0.61,6.63,2442.52,100
158.17,47.0,0.61,6.63,2444.22,100
158.15,47.01,0.61,6.63,2442.13,100
158.19,46.96,0.62,6.63,2442.73,100
158.17,46.97,0.62,6.63,2443.11,100
158.19,46.99,0.62,6.63,2440.7,100
158.18,46.98,0.62,6.63,2439.73,100
158.19,46.92,0.6,6.64,2442.93,100
158.2,46.94,0.6,6.63,2440.39,100
158.19,46.93,0.59,6.63,2442.08,100
158.21,46.93,0.6,6.64,2443.84,100
158.22,46.95,0.6,6.64,2447.48,100
158.24,46.94,0.59,6.63,2450.23,100
158.23,46.91,0.59,6.63,2446.92,100
158.22,46.91,0.59,6.63,2446.01,100
158.23,46.89,0.59,6.63,2446.5,100
158.24,46.9,0.59,6.64,2448.67,100
158.23,46.91,0.59,6.63,2448.59,100
158.24,46.9,0.6,6.65,2445.06,100
158.22,46.89,0.6,6.63,2444.97,100
158.23,46.89,0.6,6.64,2448.16,100
158.25,46.88,0.6,6.63,2448.0,100
158.25,46.88,0.6,6.63,2449.37,100
158.24,46.87,0.61,6.63,2444.61,100
158.25,46.85,0.59,6.62,2443.22,100
158.24,46.83,0.59,6.62,2444.82,100
158.24,46.84,0.59,6.63,2444.38,100
158.23,46.85,0.59,6.64,2443.63,100
158.24,46.82,0.59,6.63,2443.07,100
158.25,46.8,0.59,6.64,2442.31,100
158.25,46.8,0.59,6.64,2442.53,100
158.25,46.8,0.59,6.63,2442.88,100
158.25,46.8,0.59,6.64,2442.14,100
158.25,46.8,0.59,6.64,2442.15,100
158.26,46.8,0.59,6.64,2442.04,100
158.25,46.79,0.59,6.63,2441.96,100
158.25,46.77,0.6,6.65,2442.75,100
158.26,46.75,0.6,6.64,2443.89,100
158.26,46.77,0.6,6.64,2445.81,100
158.28,46.77,0.6,6.64,2447.74,100
158.28,46.79,0.6,6.64,2448.51,100
158.27,46.78,0.6,6.64,2448.37,100
158.27,46.78,0.6,6.63,2449.39,100
158.28,46.77,0.6,6.63,2444.56,100
158.27,46.76,0.6,6.64,2443.51,100
158.28,46.74,0.6,6.64,2444.95,100
158.3,46.73,0.61,6.64,2447.4,100
158.3,46.71,0.6,6.63,2447.43,100
158.31,46.7,0.6,6.64,2449.7,100
158.32,46.69,0.6,6.63,2449.37,100
158.31,46.72,0.6,6.63,2446.76,100
158.33,46.71,0.6,6.63,2447.46,100
158.3,46.7,0.6,6.63,2447.64,100
158.3,46.69,0.6,6.63,2446.81,100
158.29,46.67,0.6,6.64,2447.13,100
158.3,46.67,0.59,6.65,2447.31,100
158.3,46.66,0.59,6.64,2446.07,100
158.31,46.65,0.59,6.64,2446.1,100
158.33,46.64,0.6,6.63,2445.05,100
158.31,46.64,0.61,6.65,2444.34,100
158.31,46.63,0.6,6.63,2443.18,100
158.32,46.63,0.6,6.64,2444.0,100
158.32,46.64,0.61,6.64,2447.71,100
158.33,46.63,0.6,6.64,2449.02,100
158.31,46.64,0.61,6.65,2450.51,100
158.32,46.62,0.6,6.63,2449.84,100
158.3,46.62,0.6,6.65,2450.94,100
158.3,46.61,0.59,6.63,2449.65,100
158.31,46.6,0.59,6.64,2448.55,100
158.31,46.6,0.59,6.64,2449.14,100
158.32,46.61,0.59,6.65,2450.23,100
158.33,46.62,0.59,6.63,2453.27,100
158.32,46.6,0.6,6.64,2455.12,100
158.32,46.6,0.58,6.65,2456.19,100
158.31,46.59,0.6,6.64,2452.93,100
158.31,46.59,0.7,6.64,2452.1,100
158.34,46.54,0.61,6.64,2452.32,100
158.33,46.56,0.61,6.65,2452.35,100
158.31,46.6,0.61,6.64,2452.52,100
158.33,46.61,0.61,6.65,2452.2,100
158.3,46.59,0.61,6.64,2453.14,100
158.34,46.58,0.6,6.64,2449.85,100
158.33,46.55,0.59,6.64,2446.63,100
158.32,46.56,0.6,6.62,2445.79,100
158.3,46.58,0.58,6.62,2448.6,100
158.31,46.59,0.58,6.62,2446.96,100
158.31,46.58,0.59,6.63,2445.54,100
158.31,46.54,0.59,6.63,2446.31,100
158.31,46.53,0.61,6.63,2447.42,100
158.31,46.51,0.61,6.63,2447.87,100
158.34,46.51,0.61,6.64,2447.39,100
158.3,46.52,0.61,6.64,2444.57,100
158.32,46.5,0.6,6.64,2445.46,100
158.32,46.49,0.6,6.63,2446.41,100
158.32,46.48,0.59,6.63,2445.8,100
158.33,46.47,0.6,6.65,2446.99,100
158.31,46.49,0.59,6.63,2447.23,100
158.33,46.51,0.59,6.63,2446.98,100
158.3,46.52,0.59,6.63,2446.87,100
158.33,46.49,0.59,6.64,2446.28,100
158.32,46.47,0.61,6.63,2444.72,100
158.33,46.45,0.6,6.64,2444.28,100
158.33,46.47,0.61,6.64,2445.28,100
158.33,46.46,0.61,6.63,2443.19,100
158.33,46.45,0.61,6.63,2441.75,100
158.34,46.46,0.61,6.64,2441.74,100
158.35,46.47,0.61,6.64,2438.66,100
158.36,46.5,0.61,6.64,2438.82,100
158.34,46.49,0.6,6.63,2438.43,100
158.35,46.49,0.61,6.64,2439.98,100
158.35,46.47,0.6,6.64,2442.76,100
158.35,46.49,0.61,6.64,2443.07,100
158.34,46.45,0.6,6.64,2441.13,100
158.34,46.46,0.61,6.63,2439.48,100
158.34,46.44,0.61,6.63,2439.32,100
158.35,46.43,0.62,6.64,2442.23,100
158.37,46.43,0.62,6.64,2442.14,100
158.36,46.45,0.62,6.63,2443.44,100
158.41,46.42,0.61,6.64,2446.06,100
158.37,46.43,0.62,6.64,2444.64,100
158.35,46.44,0.63,6.64,2442.77,100
158.37,46.45,0.63,6.64,2440.98,100
158.37,46.45,0.63,6.64,2441.07,100
158.41,46.42,0.63,6.64,2443.55,100
158.4,46.38,0.62,6.64,2445.06,100
158.38,46.37,0.62,6.64,2445.0,100
158.38,46.39,0.62,6.64,2445.04,100
158.39,46.38,0.62,6.65,2442.75,100
158.39,46.37,0.62,6.64,2442.9,100
158.39,46.37,0.63,6.65,2440.93,100
158.38,46.38,0.63,6.63,2437.23,100
158.39,46.39,0.63,6.64,2438.62,100
158.38,46.41,0.62,6.64,2444.92,100
158.38,46.39,0.62,6.64,2445.07,100
158.5,46.33,0.62,6.67,2448.04,100
158.53,46.34,0.62,6.66,2451.64,100
158.5,46.33,0.62,6.66,2452.81,100
158.5,46.34,0.62,6.66,2451.6,100
158.5,46.35,0.62,6.65,2449.43,100
158.51,46.35,0.62,6.65,2448.52,100
158.51,46.35,0.61,6.65,2447.38,100
158.5,46.34,0.62,6.67,2449.01,100
158.49,46.33,0.62,6.65,2445.34,100
158.5,46.28,0.61,6.64,2446.37,100
157.88,46.23,0.61,6.37,2473.66,100
158.09,46.17,0.61,6.33,2476.91,73
158.1,46.11,0.62,6.33,2474.32,73
158.11,46.08,0.62,6.32,2473.76,73
158.11,46.07,0.62,6.34,2474.16,73
158.09,46.05,0.62,6.32,2473.91,73
158.08,46.03,0.62,6.32,2472.98,73
158.09,46.02,0.62,6.32,2473.66,73
158.13,46.0,0.62,6.33,2472.18,73
158.13,46.0,0.63,6.34,2470.88,73
158.09,46.0,0.62,6.32,2469.38,73
157.97,45.99,0.63,6.35,2468.48,80
158.0,45.99,0.63,6.36,2472.21,80
158.0,45.96,0.63,6.35,2473.05,80
158.0,45.95,0.63,6.35,2475.03,80
158.02,45.93,0.63,6.35,2474.65,80
158.02,45.94,0.63,6.35,2475.43,80
158.0,45.95,0.63,6.35,2472.44,80
158.01,45.97,0.63,6.35,2470.85,80
158.0,45.98,0.63,6.35,2471.43,80
157.98,45.98,0.63,6.35,2474.24,80
157.92,45.98,0.63,6.37,2472.44,90
157.91,45.99,0.63,6.36,2470.85,90
157.91,46.01,0.62,6.36,2469.16,90
157.88,46.01,0.63,6.36,2467.59,90
157.9,46.01,0.63,6.36,2467.5,90
157.89,46.01,0.63,6.36,2466.46,90
157.89,46.04,0.63,6.37,2467.46,90
157.9,46.03,0.63,6.36,2466.16,90
157.9,46.01,0.63,6.36,2466.18,90
157.91,46.01,0.62,6.36,2467.91,90
157.87,46.0,0.63,6.35,2465.73,100
157.85,46.0,0.63,6.36,2465.5,100
157.87,46.01,0.63,6.37,2464.91,100
157.86,46.01,0.62,6.36,2465.63,100
157.85,46.0,0.62,6.37,2466.15,100
157.86,46.0,0.63,6.37,2466.03,100
157.87,45.98,0.63,6.37,2466.39,100
157.87,45.98,0.62,6.37,2469.37,100
157.87,45.98,0.62,6.37,2471.6,100
157.89,45.96,0.62,6.37,2471.51,100
158.1,45.99,0.62,6.47,2460.35,100
158.35,45.98,0.63,6.42,2463.05,73
158.37,45.98,0.62,6.42,2463.46,73
158.37,45.96,0.63,6.41,2461.15,73
158.37,45.95,0.62,6.42,2461.25,73
158.36,45.96,0.63,6.42,2459.82,73
158.36,45.95,0.63,6.43,2460.32,73
158.36,45.97,0.64,6.44,2461.82,73
158.36,45.96,0.64,6.41,2465.18,73
158.37,45.94,0.64,6.41,2465.4,73
158.38,45.94,0.64,6.42,2464.62,73
158.28,45.94,0.63,6.46,2463.76,80
158.29,45.94,0.63,6.46,2461.75,80
158.29,45.92,0.63,6.46,2461.98,80
158.3,45.91,0.64,6.46,2462.41,80
158.28,45.93,0.63,6.46,2462.75,80
158.29,45.91,0.63,6.46,2465.47,80
158.3,45.9,0.63,6.46,2463.69,80
158.29,45.88,0.63,6.46,2463.59,80
158.27,45.85,0.63,6.45,2461.55,80
158.28,45.86,0.62,6.45,2460.33,80
158.26,45.83,0.62,6.46,2463.6,90
158.25,45.84,0.61,6.46,2462.73,90
158.23,45.83,0.63,6.46,2458.59,90
158.23,45.83,0.63,6.46,2459.21,90
158.26,45.83,0.63,6.46,2460.21,90
158.29,45.79,0.63,6.46,2460.14,90
158.28,45.78,0.63,6.47,2460.52,90
158.26,45.8,0.63,6.47,2460.87,90
158.27,45.78,0.63,6.47,2463.68,90
158.28,45.77,0.62,6.47,2468.21,90
158.22,45.77,0.62,6.47,2467.57,100
158.22,45.76,0.62,6.47,2464.96,100
158.21,45.76,0.62,6.47,2466.85,100
158.23,45.74,0.62,6.48,2464.84,100
158.24,45.72,0.63,6.47,2466.41,100
158.24,45.71,0.62,6.47,2469.04,100
158.24,45.69,0.62,6.48,2470.44,100
158.24,45.7,0.62,6.47,2470.47,100
158.24,45.71,0.63,6.46,2469.75,100
158.25,45.72,0.62,6.47,2466.36,100
158.62,45.71,0.62,6.68,2459.96,100
158.87,45.7,0.62,6.62,2464.47,73
158.86,45.71,0.63,6.64,2463.48,73
158.87,45.71,0.62,6.64,2459.35,73
158.87,45.72,0.62,6.63,2460.37,73
158.86,45.74,0.62,6.63,2460.45,73
158.86,45.76,0.62,6.63,2460.05,73
158.86,45.72,0.62,6.64,2457.79,73
158.87,45.74,0.62,6.63,2459.8,73
158.87,45.76,0.62,6.64,2460.16,73
158.87,45.75,0.62,6.63,2459.07,73
158.79,45.75,0.61,6.66,2457.92,80
158.78,45.72,0.61,6.66,2460.33,80
158.78,45.73,0.62,6.66,2455.96,80
158.76,45.72,0.62,6.66,2454.69,80
158.75,45.7,0.62,6.66,2454.84,80
158.75,45.69,0.62,6.66,2457.67,80
158.76,45.71,0.62,6.67,2460.61,80
158.77,45.69,0.61,6.67,2460.86,80
158.75,45.73,0.61,6.67,2462.43,80
158.75,45.71,0.61,6.66,2463.46,80
158.68,45.69,0.61,6.67,2458.11,90
158.69,45.66,0.61,6.67,2452.74,90
158.69,45.65,0.62,6.67,2452.6,90
158.68,45.64,0.61,6.67,2452.77,90
158.68,45.66,0.61,6.68,2453.35,90
158.69,45.64,0.61,6.67,2452.41,90
158.68,45.63,0.62,6.68,2451.22,90
158.72,45.62,0.62,6.68,2452.09,90
158.7,45.61,0.62,6.67,2454.3,90
158.7,45.6,0.61,6.68,2453.75,90
158.64,45.59,0.61,6.67,2447.72,100
158.66,45.57,0.61,6.68,2447.36,100
158.64,45.58,0.61,6.68,2446.37,100
158.66,45.55,0.61,6.68,2448.38,100
158.67,45.56,0.61,6.69,2451.6,100
158.67,45.56,0.61,6.68,2454.46,100
158.67,45.56,0.6,6.67,2455.45,100
158.65,45.55,0.6,6.66,2454.2,100
158.67,45.52,0.6,6.68,2454.8,100
158.68,45.51,0.6,6.66,2455.54,100
158.56,45.42,0.6,6.66,2458.04,100
158.64,45.44,0.61,6.66,2456.41,100
158.64,45.43,0.61,6.66,2455.8,100
158.61,45.42,0.61,6.66,2458.96,100
158.63,45.41,0.6,6.66,2459.22,100
158.63,45.42,0.61,6.66,2458.53,100
158.64,45.41,0.61,6.67,2453.83,100
158.63,45.37,0.61,6.66,2454.73,100
158.65,45.37,0.61,6.66,2454.94,100
158.65,45.37,0.6,6.67,2455.97,100
158.09,45.31,0.61,6.38,2483.34,100
158.28,45.23,0.61,6.34,2484.9,73
158.27,45.18,0.61,6.35,2484.16,73
158.31,45.12,0.61,6.34,2485.12,73
158.29,45.1,0.61,6.33,2487.88,73
158.29,45.04,0.62,6.33,2487.6,73
158.29,45.0,0.61,6.33,2486.98,73
158.31,44.97,0.62,6.32,2487.49,73
158.29,44.96,0.61,6.34,2487.33,73
158.28,44.98,0.61,6.33,2486.37,73
158.28,44.98,0.61,6.33,2485.61,73
158.16,44.97,0.62,6.37,2483.48,80
158.17,44.99,0.62,6.37,2479.8,80
158.2,44.97,0.62,6.36,2481.17,80
158.19,44.94,0.62,6.37,2483.48,80
158.22,44.93,0.62,6.36,2486.35,80
158.24,44.95,0.62,6.36,2487.01,80
158.22,44.95,0.61,6.36,2483.67,80
158.24,44.9,0.61,6.36,2483.42,80
158.24,44.88,0.61,6.35,2484.09,80
158.21,44.89,0.61,6.36,2484.24,80
158.14,44.9,0.61,6.37,2483.54,90
158.13,44.92,0.61,6.37,2483.17,90
158.16,44.94,0.61,6.37,2484.98,90
158.13,44.94,0.59,6.38,2486.37,90
158.15,44.91,0.61,6.37,2485.93,90
158.14,44.91,0.61,6.37,2484.62,90
158.14,44.9,0.61,6.37,2482.8,90
158.16,44.9,0.61,6.37,2481.04,90
158.15,44.88,0.61,6.38,2480.37,90
158.16,44.85,0.62,6.38,2480.71,90
158.1,44.84,0.62,6.38,2481.86,100
158.11,44.85,0.61,6.37,2484.71,100
158.13,44.84,0.61,6.36,2486.19,100
158.12,44.86,0.61,6.37,2486.6,100
158.1,44.84,0.61,6.37,2482.65,100
158.12,44.84,0.61,6.36,2481.75,100
158.11,44.84,0.62,6.36,2481.72,100
158.12,44.83,0.61,6.37,2481.52,100
158.13,44.79,0.62,6.36,2481.88,100
158.13,44.79,0.62,6.37,2481.48,100
158.37,44.81,0.62,6.46,2470.59,100
158.58,44.83,0.62,6.42,2473.63,73
158.56,44.84,0.62,6.43,2472.55,73
158.56,44.82,0.62,6.42,2469.04,73
158.6,44.81,0.62,6.43,2468.35,73
158.6,44.82,0.63,6.43,2466.17,73
158.59,44.84,0.62,6.44,2466.24,73
158.6,44.83,0.62,6.44,2467.52,73
158.61,44.81,0.62,6.43,2471.35,73
158.6,44.8,0.61,6.42,2477.02,73
158.62,44.8,0.61,6.43,2474.56,73
158.52,44.79,0.61,6.47,2472.76,80
158.55,44.78,0.61,6.46,2473.1,80
158.55,44.77,0.62,6.46,2473.38,80
158.54,44.76,0.62,6.47,2473.72,80
158.53,44.74,0.61,6.46,2475.26,80
158.53,44.73,0.6,6.47,2474.49,80
158.52,44.74,0.61,6.46,2475.14,80
158.55,44.7,0.61,6.46,2475.93,80
158.53,44.7,0.61,6.46,2476.55,80
158.56,44.72,0.61,6.47,2476.76,80
158.51,44.72,0.62,6.48,2474.78,90
158.52,44.71,0.62,6.49,2475.37,90
158.53,44.69,0.61,6.48,2476.43,90
158.51,44.67,0.62,6.47,2473.62,90
158.52,44.65,0.62,6.48,2472.94,90
158.49,44.65,0.62,6.48,2473.45,90
158.51,44.63,0.62,6.48,2474.58,90
158.52,44.62,0.62,6.47,2476.05,90
158.51,44.63,0.62,6.48,2477.05,90
158.53,44.63,0.62,6.47,2477.41,90
158.47,44.6,0.61,6.47,2475.56,100
158.48,44.59,0.61,6.46,2476.75,100
158.46,44.58,0.61,6.47,2471.42,100
158.48,44.57,0.61,6.47,2469.67,100
158.47,44.57,0.61,6.47,2469.1,100
158.45,44.57,0.61,6.48,2467.36,100
158.47,44.54,0.62,6.49,2467.61,100
158.48,44.53,0.67,6.48,2468.13,100
158.49,44.5,0.69,6.47,2468.31,100
158.51,44.46,0.62,6.48,2471.1,100
158.9,44.47,0.62,6.68,2461.54,100
159.1,44.53,0.62,6.63,2464.35,73
159.09,44.57,0.61,6.63,2460.07,73
159.1,44.57,0.62,6.63,2459.9,73
159.11,44.59,0.61,6.63,2460.76,73
159.11,44.61,0.62,6.63,2461.96,73
159.07,44.61,0.62,6.63,2459.26,73
159.11,44.62,0.62,6.63,2463.54,73
159.11,44.61,0.61,6.63,2466.49,73
159.12,44.62,0.61,6.63,2469.53,73
159.11,44.63,0.61,6.65,2471.49,73
159.03,44.62,0.61,6.67,2471.33,80
159.0,44.64,0.61,6.67,2471.8,80
159.0,44.63,0.61,6.67,2470.92,80
159.01,44.64,0.61,6.66,2470.19,80
159.01,44.63,0.61,6.67,2470.86,80
159.0,44.64,0.61,6.67,2469.79,80
159.02,44.64,0.61,6.66,2467.56,80
158.99,44.61,0.61,6.66,2468.35,80
159.01,44.62,0.61,6.67,2470.37,80
159.0,44.62,0.61,6.67,2471.59,80
158.93,44.62,0.6,6.68,2466.49,90
158.94,44.61,0.6,6.69,2465.65,90
158.95,44.6,0.6,6.69,2467.44,90
158.96,44.6,0.6,6.68,2467.43,90
158.95,44.57,0.6,6.69,2466.98,90
158.94,44.56,0.61,6.68,2467.96,90
158.95,44.56,0.59,6.68,2469.34,90
158.96,44.59,0.61,6.67,2469.07,90
158.94,44.6,0.61,6.68,2468.55,90
158.94,44.59,0.61,6.67,2468.2,90
158.9,44.61,0.6,6.67,2467.78,100
158.92,44.59,0.6,6.66,2467.48,100
158.91,44.61,0.6,6.67,2465.18,100
158.91,44.6,0.61,6.68,2463.29,100
158.9,44.58,0.61,6.67,2464.24,100
158.91,44.54,0.61,6.67,2465.22,100
158.91,44.52,0.6,6.68,2466.47,100
158.91,44.52,0.61,6.69,2465.2,100
158.91,44.52,0.6,6.67,2465.24,100
158.92,44.53,0.6,6.68,2466.0,100
158.83,44.49,0.6,6.67,2466.34,100
158.93,44.48,0.6,6.67,2468.5,100
158.92,44.48,0.61,6.67,2468.44,100
158.92,44.48,0.6,6.66,2469.95,100
158.93,44.44,0.61,6.67,2470.1,100
158.93,44.43,0.6,6.66,2469.56,100
158.93,44.44,0.6,6.66,2469.54,100
158.92,44.41,0.6,6.66,2472.05,100
158.95,44.41,0.6,6.66,2469.94,100
158.95,44.41,0.6,6.68,2467.69,100
158.36,44.38,0.59,6.4,2497.21,100
158.53,44.28,0.61,6.35,2496.26,73
158.54,44.23,0.61,6.35,2497.31,73
158.53,44.2,0.61,6.35,2496.82,73
158.55,44.16,0.61,6.33,2494.8,73
